lId,iReport,sName,sUnit,sEquation,sDescription,sRemark,-1,code versie 5.09.00,code versie 5.09.00,code versie 5.09.00,code versie 5.09.00,v00-v01,v00-v02,v00-v03
107,0,_sNDiatWM0_,_gN_*_m_^-2,-,Diatoms_N_in_marsh_water,-,-1,_sNDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNDiatWEpi0_ _ELSE_ _cNDiatWM0_ * _MassWM0_ _ENDIF_,_sNDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNDiatWEpi0_ _ELSE_ _cNDiatWM0_ * _MassWM0_ _ENDIF_,_sNDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNDiatWEpi0_ _ELSE_ _cNDiatWM0_ * _MassWM0_ _ENDIF_,_sNDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNDiatWEpi0_ _ELSE_ _cNDiatWM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
108,0,_sPDiatWM0_,_gP_*_m_^-2,-,Diatoms_P_in_marsh_water,-,-1,_sPDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPDiatWEpi0_ _ELSE_ _cPDiatWM0_ * _MassWM0_ _ENDIF_,_sPDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPDiatWEpi0_ _ELSE_ _cPDiatWM0_ * _MassWM0_ _ENDIF_,_sPDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPDiatWEpi0_ _ELSE_ _cPDiatWM0_ * _MassWM0_ _ENDIF_,_sPDiatWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPDiatWEpi0_ _ELSE_ _cPDiatWM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
109,0,_sDGrenWM0_,_gDW_*_m_^-2,-,Green_algae_DW_in_marsh_water,-,-1,_sDGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDGrenWEpi0_ _ELSE_ _cDGrenWM0_ * _MassWM0_ _ENDIF_,_sDGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDGrenWEpi0_ _ELSE_ _cDGrenWM0_ * _MassWM0_ _ENDIF_,_sDGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDGrenWEpi0_ _ELSE_ _cDGrenWM0_ * _MassWM0_ _ENDIF_,_sDGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDGrenWEpi0_ _ELSE_ _cDGrenWM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
110,0,_sNGrenWM0_,_gN_*_m_^-2,-,Green_algae_N_in_marsh_water,-,-1,_sNGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNGrenWEpi0_ _ELSE_ _cNGrenWM0_ * _MassWM0_ _ENDIF_,_sNGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNGrenWEpi0_ _ELSE_ _cNGrenWM0_ * _MassWM0_ _ENDIF_,_sNGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNGrenWEpi0_ _ELSE_ _cNGrenWM0_ * _MassWM0_ _ENDIF_,_sNGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNGrenWEpi0_ _ELSE_ _cNGrenWM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
111,0,_sPGrenWM0_,_gP_*_m_^-2,-,Green_algae_P_in_marsh_water,-,-1,_sPGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPGrenWEpi0_ _ELSE_ _cPGrenWM0_ * _MassWM0_ _ENDIF_,_sPGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPGrenWEpi0_ _ELSE_ _cPGrenWM0_ * _MassWM0_ _ENDIF_,_sPGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPGrenWEpi0_ _ELSE_ _cPGrenWM0_ * _MassWM0_ _ENDIF_,_sPGrenWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPGrenWEpi0_ _ELSE_ _cPGrenWM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
112,0,_sDBlueWM0_,_gDW_*_m_^-2,-,Blue-greens_DW_in_marsh_water,-,-1,_sDBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDBlueWEpi0_ _ELSE_ _cDBlueWM0_ * _MassWM0_ _ENDIF_,_sDBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDBlueWEpi0_ _ELSE_ _cDBlueWM0_ * _MassWM0_ _ENDIF_,_sDBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDBlueWEpi0_ _ELSE_ _cDBlueWM0_ * _MassWM0_ _ENDIF_,_sDBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDBlueWEpi0_ _ELSE_ _cDBlueWM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
113,0,_sNBlueWM0_,_gN_*_m_^-2,-,Blue-greens_N_in_marsh_water,-,-1,_sNBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNBlueWEpi0_ _ELSE_ _cNBlueWM0_ * _MassWM0_ _ENDIF_,_sNBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNBlueWEpi0_ _ELSE_ _cNBlueWM0_ * _MassWM0_ _ENDIF_,_sNBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNBlueWEpi0_ _ELSE_ _cNBlueWM0_ * _MassWM0_ _ENDIF_,_sNBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNBlueWEpi0_ _ELSE_ _cNBlueWM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
114,0,_sPBlueWM0_,_gP_*_m_^-2,-,Blue-greens_P_in_marsh_water,-,-1,_sPBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPBlueWEpi0_ _ELSE_ _cPBlueWM0_ * _MassWM0_ _ENDIF_,_sPBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPBlueWEpi0_ _ELSE_ _cPBlueWM0_ * _MassWM0_ _ENDIF_,_sPBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPBlueWEpi0_ _ELSE_ _cPBlueWM0_ * _MassWM0_ _ENDIF_,_sPBlueWM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPBlueWEpi0_ _ELSE_ _cPBlueWM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
115,0,_sDZooM0_,_gDW_*_m_^-2,-,Zooplankton_DW_in_marsh_water,-,-1,_sDZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDZooEpi0_ _ELSE_ _cDZooM0_ * _MassWM0_ _ENDIF_,_sDZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDZooEpi0_ _ELSE_ _cDZooM0_ * _MassWM0_ _ENDIF_,_sDZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDZooEpi0_ _ELSE_ _cDZooM0_ * _MassWM0_ _ENDIF_,_sDZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sDZooEpi0_ _ELSE_ _cDZooM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
116,0,_sNZooM0_,_gN_*_m_^-2,-,Zooplankton_N_in_marsh_water,-,-1,_sNZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNZooEpi0_ _ELSE_ _cNZooM0_ * _MassWM0_ _ENDIF_,_sNZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNZooEpi0_ _ELSE_ _cNZooM0_ * _MassWM0_ _ENDIF_,_sNZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNZooEpi0_ _ELSE_ _cNZooM0_ * _MassWM0_ _ENDIF_,_sNZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNZooEpi0_ _ELSE_ _cNZooM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
117,0,_sPZooM0_,_gP_*_m_^-2,-,Zooplankton_P_in_marsh_water,-,-1,_sPZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPZooEpi0_ _ELSE_ _cPZooM0_ * _MassWM0_ _ENDIF_,_sPZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPZooEpi0_ _ELSE_ _cPZooM0_ * _MassWM0_ _ENDIF_,_sPZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPZooEpi0_ _ELSE_ _cPZooM0_ * _MassWM0_ _ENDIF_,_sPZooM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sPZooEpi0_ _ELSE_ _cPZooM0_ * _MassWM0_ _ENDIF_,TRUE,TRUE,TRUE
118,0,_sNH4SM0_,_gN_*_m_^-2,-,N_in_NH4_in_marsh_sediment_pore_water,-,-1,_sNH4SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNH4S0_ _ELSE_ _cNH4SM0_ _ENDIF_,_sNH4SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNH4S0_ _ELSE_ _cNH4SM0_ _ENDIF_,_sNH4SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNH4S0_ _ELSE_ _cNH4SM0_ _ENDIF_,_sNH4SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNH4S0_ _ELSE_ _cNH4SM0_ _ENDIF_,TRUE,TRUE,TRUE
119,0,_sNO3SM0_,_gN_*_m_^-2,-,N_in_NO3_in_marsh_sediment_pore_water,-,-1,_sNO3SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNO3S0_ _ELSE_ _cNO3SM0_ _ENDIF_,_sNO3SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNO3S0_ _ELSE_ _cNO3SM0_ _ENDIF_,_sNO3SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNO3S0_ _ELSE_ _cNO3SM0_ _ENDIF_,_sNO3SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _sNO3S0_ _ELSE_ _cNO3SM0_ _ENDIF_,TRUE,TRUE,TRUE
120,0,_bRhoSolidSM0_,_gDW_*_m_^-3,-,Average_density_of_solid_material,-,-1,_bRhoSolidSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fDOrgSM0_ * _cRhoOM_ +(1.0 - _fDOrgSM0_) * _cRhoIM_ _ELSE_ _fDOrgSM0_ * _cRhoOM_ +(1.0 - _fDOrgSM0_) * _cRhoIM_ _ENDIF_,_bRhoSolidSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fDOrgSM0_ * _cRhoOM_ +(1.0 - _fDOrgSM0_) * _cRhoIM_ _ELSE_ _fDOrgSM0_ * _cRhoOM_ +(1.0 - _fDOrgSM0_) * _cRhoIM_ _ENDIF_,_bRhoSolidSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fDOrgSM0_ * _cRhoOM_ +(1.0 - _fDOrgSM0_) * _cRhoIM_ _ELSE_ _fDOrgSM0_ * _cRhoOM_ +(1.0 - _fDOrgSM0_) * _cRhoIM_ _ENDIF_,_bRhoSolidSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fDOrgSM0_ * _cRhoOM_ +(1.0 - _fDOrgSM0_) * _cRhoIM_ _ELSE_ _fDOrgSM0_ * _cRhoOM_ +(1.0 - _fDOrgSM0_) * _cRhoIM_ _ENDIF_,TRUE,TRUE,TRUE
121,0,_bPorSM0_,_m_^3*_m_^-3,-,Porosity,-,-1,_bPorSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_ /(_fDTotSM0_ + (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_) _ELSE_ (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_ /(_fDTotSM0_ + (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_) _ENDIF_,_bPorSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_ /(_fDTotSM0_ + (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_) _ELSE_ (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_ /(_fDTotSM0_ + (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_) _ENDIF_,_bPorSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_ /(_fDTotSM0_ + (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_) _ELSE_ (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_ /(_fDTotSM0_ + (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_) _ENDIF_,_bPorSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_ /(_fDTotSM0_ + (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_) _ELSE_ (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_ /(_fDTotSM0_ + (1.0 - _fDTotSM0_) * _bRhoSolidSM0_ / _cRhoWat_) _ENDIF_,TRUE,TRUE,TRUE
122,0,_bRhoTotSM0_,_gDW_*_m_^-3,-,Bulk_density_of_sediment,-,-1,_bRhoTotSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bRhoSolidSM0_ * (1.0 - _bPorSM0_) _ELSE_ 0.0 _ENDIF_,_bRhoTotSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bRhoSolidSM0_ * (1.0 - _bPorSM0_) _ELSE_ 0.0 _ENDIF_,_bRhoTotSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bRhoSolidSM0_ * (1.0 - _bPorSM0_) _ELSE_ 0.0 _ENDIF_,_bRhoTotSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bRhoSolidSM0_ * (1.0 - _bPorSM0_) _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
123,0,_bDTotSM0_,_gDW_*_m_^-2,-,Total_dry-weight_in_top_layer,-,-1,_bDTotSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bRhoTotSM0_ * _cDepthSM_ _ELSE_ 0.0 _ENDIF_,_bDTotSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bRhoTotSM0_ * _cDepthSM_ _ELSE_ 0.0 _ENDIF_,_bDTotSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bRhoTotSM0_ * _cDepthSM_ _ELSE_ 0.0 _ENDIF_,_bDTotSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bRhoTotSM0_ * _cDepthSM_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
124,0,_fPAdsSM0_,0,-,Adsorbed_fraction_of_inorg._P_in_sediment,-,-1,_fPAdsSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fPAdsS0_ _ELSE_ 0.0 _ENDIF_,_fPAdsSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fPAdsS0_ _ELSE_ 0.0 _ENDIF_,_fPAdsSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fPAdsS0_ _ELSE_ 0.0 _ENDIF_,_fPAdsSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fPAdsS0_ _ELSE_ 0.0 _ENDIF_,TRUE,TRUE,TRUE
125,0,_sPO4SM0_,_gP_*_m_^-2,-,P_in_PO4_in_marsh_sediment_pore_water,-,-1,_sPO4SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fPAdsSM0_) * _fPInorgSM0_ * _bDTotSM0_ _ELSE_ _cPO4SM0_ _ENDIF_,_sPO4SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fPAdsSM0_) * _fPInorgSM0_ * _bDTotSM0_ _ELSE_ _cPO4SM0_ _ENDIF_,_sPO4SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fPAdsSM0_) * _fPInorgSM0_ * _bDTotSM0_ _ELSE_ _cPO4SM0_ _ENDIF_,_sPO4SM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fPAdsSM0_) * _fPInorgSM0_ * _bDTotSM0_ _ELSE_ _cPO4SM0_ _ENDIF_,TRUE,TRUE,TRUE
126,0,_sPAIMSM0_,_gP_*_m_^-2,-,P_adsorbed_onto_IM_in_marsh_sediment,-,-1,_sPAIMSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fPAdsSM0_ * _fPInorgSM0_ * _bDTotSM0_ _ELSE_ _cPAIMSM0_ _ENDIF_,_sPAIMSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fPAdsSM0_ * _fPInorgSM0_ * _bDTotSM0_ _ELSE_ _cPAIMSM0_ _ENDIF_,_sPAIMSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fPAdsSM0_ * _fPInorgSM0_ * _bDTotSM0_ _ELSE_ _cPAIMSM0_ _ENDIF_,_sPAIMSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fPAdsSM0_ * _fPInorgSM0_ * _bDTotSM0_ _ELSE_ _cPAIMSM0_ _ENDIF_,TRUE,TRUE,TRUE
127,0,_sDDetSM0_,_gDW_*_m_^-2,-,Detritus_DW_in_marsh_sediment,-,-1,_sDDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fDDetSM0_ * _fDOrgSM0_ * _bDTotSM0_ _ELSE_ _cDDetSM0_ _ENDIF_,_sDDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fDDetSM0_ * _fDOrgSM0_ * _bDTotSM0_ _ELSE_ _cDDetSM0_ _ENDIF_,_sDDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fDDetSM0_ * _fDOrgSM0_ * _bDTotSM0_ _ELSE_ _cDDetSM0_ _ENDIF_,_sDDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _fDDetSM0_ * _fDOrgSM0_ * _bDTotSM0_ _ELSE_ _cDDetSM0_ _ENDIF_,TRUE,TRUE,TRUE
128,0,_sNDetSM0_,_gN_*_m_^-2,-,Detritus_N_in_marsh_sediment,-,-1,_sNDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cNDDet0_ * _sDDetSM0_ _ELSE_ _cNDetSM0_ _ENDIF_,_sNDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cNDDet0_ * _sDDetSM0_ _ELSE_ _cNDetSM0_ _ENDIF_,_sNDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cNDDet0_ * _sDDetSM0_ _ELSE_ _cNDetSM0_ _ENDIF_,_sNDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cNDDet0_ * _sDDetSM0_ _ELSE_ _cNDetSM0_ _ENDIF_,TRUE,TRUE,TRUE
129,0,_sPDetSM0_,_gP_*_m_^-2,-,Detritus_P_in_marsh_sediment,-,-1,_sPDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cPDDet0_ * _sDDetSM0_ _ELSE_ _cPDetSM0_ _ENDIF_,_sPDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cPDDet0_ * _sDDetSM0_ _ELSE_ _cPDetSM0_ _ENDIF_,_sPDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cPDDet0_ * _sDDetSM0_ _ELSE_ _cPDetSM0_ _ENDIF_,_sPDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cPDDet0_ * _sDDetSM0_ _ELSE_ _cPDetSM0_ _ENDIF_,TRUE,TRUE,TRUE
130,0,_sSiDetSM0_,_gSi_*_m_^-2,-,Detritus_Si_in_marsh_sediment,-,-1,_sSiDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cSiDDet0_ * _sDDetSM0_ _ELSE_ _cSiDetSM0_ _ENDIF_,_sSiDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cSiDDet0_ * _sDDetSM0_ _ELSE_ _cSiDetSM0_ _ENDIF_,_sSiDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cSiDDet0_ * _sDDetSM0_ _ELSE_ _cSiDetSM0_ _ENDIF_,_sSiDetSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cSiDDet0_ * _sDDetSM0_ _ELSE_ _cSiDetSM0_ _ENDIF_,TRUE,TRUE,TRUE
131,0,_sDHumSM0_,_gDW_*_m_^-2,-,Humus_DW_in_marsh_sediment,-,-1,_sDHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fDDetSM0_) * _fDOrgSM0_ * _bDTotSM0_ _ELSE_ _cDHumSM0_ _ENDIF_,_sDHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fDDetSM0_) * _fDOrgSM0_ * _bDTotSM0_ _ELSE_ _cDHumSM0_ _ENDIF_,_sDHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fDDetSM0_) * _fDOrgSM0_ * _bDTotSM0_ _ELSE_ _cDHumSM0_ _ENDIF_,_sDHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ (1.0 - _fDDetSM0_) * _fDOrgSM0_ * _bDTotSM0_ _ELSE_ _cDHumSM0_ _ENDIF_,TRUE,TRUE,TRUE
132,0,_sNHumSM0_,_gN_*_m_^-2,-,Humus_N_in_marsh_sediment,-,-1,_sNHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cNDHum0_ * _sDHumSM0_ _ELSE_ _cNHumSM0_ _ENDIF_,_sNHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cNDHum0_ * _sDHumSM0_ _ELSE_ _cNHumSM0_ _ENDIF_,_sNHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cNDHum0_ * _sDHumSM0_ _ELSE_ _cNHumSM0_ _ENDIF_,_sNHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cNDHum0_ * _sDHumSM0_ _ELSE_ _cNHumSM0_ _ENDIF_,TRUE,TRUE,TRUE
133,0,_sPHumSM0_,_gP_*_m_^-2,-,Humus_Pin_marsh_sediment,-,-1,_sPHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cPDHum0_ * _sDHumSM0_ _ELSE_ _cPHumSM0_ _ENDIF_,_sPHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cPDHum0_ * _sDHumSM0_ _ELSE_ _cPHumSM0_ _ENDIF_,_sPHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cPDHum0_ * _sDHumSM0_ _ELSE_ _cPHumSM0_ _ENDIF_,_sPHumSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _cPDHum0_ * _sDHumSM0_ _ELSE_ _cPHumSM0_ _ENDIF_,TRUE,TRUE,TRUE
134,0,_sDIMSM0_,_gDW_*_m_^-2,-,Inorganic_matter_in_marsh_sediment,-,-1,_sDIMSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bDTotSM0_ - _sDHumSM0_ - _sDDetSM0_ _ELSE_ _cDIMSM0_ _ENDIF_,_sDIMSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bDTotSM0_ - _sDHumSM0_ - _sDDetSM0_ _ELSE_ _cDIMSM0_ _ENDIF_,_sDIMSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bDTotSM0_ - _sDHumSM0_ - _sDDetSM0_ _ELSE_ _cDIMSM0_ _ENDIF_,_sDIMSM0_ = _IF_ (_InitCalc_ _EQ_ _TRUE_) _THEN_ _bDTotSM0_ - _sDHumSM0_ - _sDDetSM0_ _ELSE_ _cDIMSM0_ _ENDIF_,TRUE,TRUE,TRUE
135,0,_sDRootPhra0_,_gDW_*_m_^-2,-,Root_biomass_DW_in_marsh_sediment,-,-1,_sDRootPhra0_ = _cDRootPhra0_,_sDRootPhra0_ = _cDRootPhra0_,_sDRootPhra0_ = _cDRootPhra0_,_sDRootPhra0_ = _cDRootPhra0_,TRUE,TRUE,TRUE
