lId,iReport,sName,sUnit,sEquation,sDescription,sRemark,-1,code versie 5.09.00,code versie 5.09.00,code versie 5.09.00,code versie 5.09.00,v00-v01,v00-v02,v00-v03
170,0,_uDTotM0_,_gDW_*_m_^-2,-,Total_initial_DW_in_the_marsh,-,-1,_uDTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sDIMWM0_ + _sDDetWM0_ + _uDPhytWM0_ + _sDZooM0_) * _sDepthWM0_ / _MassWM0_ + _sDIMSM0_ + _sDHumSM0_ + _sDDetSM0_ + _sDShootPhra0_ + _sDRootPhra0_) * _fMarsh_ _ENDIF_,_uDTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sDIMWM0_ + _sDDetWM0_ + _uDPhytWM0_ + _sDZooM0_) * _sDepthWM0_ / _MassWM0_ + _sDIMSM0_ + _sDHumSM0_ + _sDDetSM0_ + _sDShootPhra0_ + _sDRootPhra0_) * _fMarsh_ _ENDIF_,_uDTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sDIMWM0_ + _sDDetWM0_ + _uDPhytWM0_ + _sDZooM0_) * _sDepthWM0_ / _MassWM0_ + _sDIMSM0_ + _sDHumSM0_ + _sDDetSM0_ + _sDShootPhra0_ + _sDRootPhra0_) * _fMarsh_ _ENDIF_,_uDTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sDIMWM0_ + _sDDetWM0_ + _uDPhytWM0_ + _sDZooM0_) * _sDepthWM0_ / _MassWM0_ + _sDIMSM0_ + _sDHumSM0_ + _sDDetSM0_ + _sDShootPhra0_ + _sDRootPhra0_) * _fMarsh_ _ENDIF_,TRUE,TRUE,TRUE
171,0,_uPTotM0_,_gP_*_m_^-2,-,Total_initial_P_in_the_marsh,-,-1,_uPTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sPO4WM0_ + _sPDetWM0_ + _sPAIMWM0_ + _uPPhytWM0_ + _sPZooM0_) * _sDepthWM0_ / _MassWM0_ + _sPO4SM0_ + _sPDetSM0_ + _sPHumSM0_ + _sPAIMSM0_ + _sPShootPhra0_ + _sPRootPhra0_) * _fMarsh_ _ENDIF_,_uPTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sPO4WM0_ + _sPDetWM0_ + _sPAIMWM0_ + _uPPhytWM0_ + _sPZooM0_) * _sDepthWM0_ / _MassWM0_ + _sPO4SM0_ + _sPDetSM0_ + _sPHumSM0_ + _sPAIMSM0_ + _sPShootPhra0_ + _sPRootPhra0_) * _fMarsh_ _ENDIF_,_uPTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sPO4WM0_ + _sPDetWM0_ + _sPAIMWM0_ + _uPPhytWM0_ + _sPZooM0_) * _sDepthWM0_ / _MassWM0_ + _sPO4SM0_ + _sPDetSM0_ + _sPHumSM0_ + _sPAIMSM0_ + _sPShootPhra0_ + _sPRootPhra0_) * _fMarsh_ _ENDIF_,_uPTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sPO4WM0_ + _sPDetWM0_ + _sPAIMWM0_ + _uPPhytWM0_ + _sPZooM0_) * _sDepthWM0_ / _MassWM0_ + _sPO4SM0_ + _sPDetSM0_ + _sPHumSM0_ + _sPAIMSM0_ + _sPShootPhra0_ + _sPRootPhra0_) * _fMarsh_ _ENDIF_,TRUE,TRUE,TRUE
172,0,_uNTotM0_,_gN_*_m_^-2,-,Total_initial_N_in_the_marsh,-,-1,_uNTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sNH4WM0_ + _sNO3WM0_ + _sNDetWM0_ + _uNPhytWM0_ + _sNZooM0_) * _sDepthWM0_ / _MassWM0_ + _sNH4SM0_ + _sNO3SM0_ + _sNHumSM0_ + _sNDetSM0_ + _sNShootPhra0_ + _sNRootPhra0_) * _fMarsh_ _ENDIF_,_uNTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sNH4WM0_ + _sNO3WM0_ + _sNDetWM0_ + _uNPhytWM0_ + _sNZooM0_) * _sDepthWM0_ / _MassWM0_ + _sNH4SM0_ + _sNO3SM0_ + _sNHumSM0_ + _sNDetSM0_ + _sNShootPhra0_ + _sNRootPhra0_) * _fMarsh_ _ENDIF_,_uNTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sNH4WM0_ + _sNO3WM0_ + _sNDetWM0_ + _uNPhytWM0_ + _sNZooM0_) * _sDepthWM0_ / _MassWM0_ + _sNH4SM0_ + _sNO3SM0_ + _sNHumSM0_ + _sNDetSM0_ + _sNShootPhra0_ + _sNRootPhra0_) * _fMarsh_ _ENDIF_,_uNTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sNH4WM0_ + _sNO3WM0_ + _sNDetWM0_ + _uNPhytWM0_ + _sNZooM0_) * _sDepthWM0_ / _MassWM0_ + _sNH4SM0_ + _sNO3SM0_ + _sNHumSM0_ + _sNDetSM0_ + _sNShootPhra0_ + _sNRootPhra0_) * _fMarsh_ _ENDIF_,TRUE,TRUE,TRUE
173,0,_uSiTotM0_,_gSi_*_m_^-2,-,Total_initial_Si_in_the_marsh,-,-1,_uSiTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sSiO2WM0_ + _sSiDetWM0_ + _uSiDiatWM0_) * _sDepthWM0_ / _MassWM0_ + _sSiDetSM0_) * _fMarsh_ _ENDIF_,_uSiTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sSiO2WM0_ + _sSiDetWM0_ + _uSiDiatWM0_) * _sDepthWM0_ / _MassWM0_ + _sSiDetSM0_) * _fMarsh_ _ENDIF_,_uSiTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sSiO2WM0_ + _sSiDetWM0_ + _uSiDiatWM0_) * _sDepthWM0_ / _MassWM0_ + _sSiDetSM0_) * _fMarsh_ _ENDIF_,_uSiTotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sSiO2WM0_ + _sSiDetWM0_ + _uSiDiatWM0_) * _sDepthWM0_ / _MassWM0_ + _sSiDetSM0_) * _fMarsh_ _ENDIF_,TRUE,TRUE,TRUE
174,0,_uO2TotM0_,_gO2_*_m_^-2,-,Total_initial_Si_in_the_marsh,-,-1,_uO2TotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sO2WM0_) * _sDepthWM0_ / _MassWM0_ ) * _fMarsh_ _ENDIF_,_uO2TotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sO2WM0_) * _sDepthWM0_ / _MassWM0_ ) * _fMarsh_ _ENDIF_,_uO2TotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sO2WM0_) * _sDepthWM0_ / _MassWM0_ ) * _fMarsh_ _ENDIF_,_uO2TotM0_ = _IF_ (_FALSE_ _EQ_ _InclMarsh_ _OR_ _fMarsh_ _LE_ _NearZero_) _THEN_ 0.0 _ELSE_ ((_sO2WM0_) * _sDepthWM0_ / _MassWM0_ ) * _fMarsh_ _ENDIF_,TRUE,TRUE,TRUE
175,0,_uO2TotT0_,_gO2_*_m_^-2,-,Total_initial_O2_in_the_marsh,-,-1,_uO2TotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uO2TotTHyp0_ + ( _sO2WEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uO2TotM0_  _ELSE_ ( _sO2WEpi0_) *_sDepthW0_ / _MassEpi0_ + _uO2TotM0_  _ENDIF_ ,_uO2TotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uO2TotTHyp0_ + ( _sO2WEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uO2TotM0_  _ELSE_ ( _sO2WEpi0_) *_sDepthW0_ / _MassEpi0_ + _uO2TotM0_  _ENDIF_ ,_uO2TotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uO2TotTHyp0_ + ( _sO2WEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uO2TotM0_  _ELSE_ ( _sO2WEpi0_) *_sDepthW0_ / _MassEpi0_ + _uO2TotM0_  _ENDIF_ ,_uO2TotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uO2TotTHyp0_ + ( _sO2WEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uO2TotM0_  _ELSE_ ( _sO2WEpi0_) *_sDepthW0_ / _MassEpi0_ + _uO2TotM0_  _ENDIF_ ,TRUE,TRUE,TRUE
176,0,_uDTotT0_,_gDW_*_m_^-2,-,Total_initial_DW_in_the_lake,-,-1,_uDTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uDTotTHyp0_ + (_sDIMWEpi0_ + _sDDetWEpi0_ + _uDPhytWEpi0_ + _sDZooEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uDVeg0_ + _sDIMS0_ + _sDHumS0_ + _sDDetS0_ + _uDPhytS0_ + _uDFish0_ + _sDPisc0_ + _sDBent0_ + _uDTotM0_ + _uDTotTSurf0_ _ELSE_ (_sDIMWEpi0_ + _sDDetWEpi0_ + _uDPhytWEpi0_ + _sDZooEpi0_) * _sDepthW0_ / _MassEpi0_ + _uDVeg0_ + _sDIMS0_ + _sDHumS0_ + _sDDetS0_ + _uDPhytS0_ + _uDFish0_ + _sDPisc0_ + _sDBent0_ + _uDTotM0_ + _uDTotTSurf0_ _ENDIF_ ,_uDTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uDTotTHyp0_ + (_sDIMWEpi0_ + _sDDetWEpi0_ + _uDPhytWEpi0_ + _sDZooEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uDVeg0_ + _sDIMS0_ + _sDHumS0_ + _sDDetS0_ + _uDPhytS0_ + _uDFish0_ + _sDPisc0_ + _sDBent0_ + _uDTotM0_ + _uDTotTSurf0_ _ELSE_ (_sDIMWEpi0_ + _sDDetWEpi0_ + _uDPhytWEpi0_ + _sDZooEpi0_) * _sDepthW0_ / _MassEpi0_ + _uDVeg0_ + _sDIMS0_ + _sDHumS0_ + _sDDetS0_ + _uDPhytS0_ + _uDFish0_ + _sDPisc0_ + _sDBent0_ + _uDTotM0_ + _uDTotTSurf0_ _ENDIF_ ,_uDTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uDTotTHyp0_ + (_sDIMWEpi0_ + _sDDetWEpi0_ + _uDPhytWEpi0_ + _sDZooEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uDVeg0_ + _sDIMS0_ + _sDHumS0_ + _sDDetS0_ + _uDPhytS0_ + _uDFish0_ + _sDPisc0_ + _sDBent0_ + _uDTotM0_ + _uDTotTSurf0_ _ELSE_ (_sDIMWEpi0_ + _sDDetWEpi0_ + _uDPhytWEpi0_ + _sDZooEpi0_) * _sDepthW0_ / _MassEpi0_ + _uDVeg0_ + _sDIMS0_ + _sDHumS0_ + _sDDetS0_ + _uDPhytS0_ + _uDFish0_ + _sDPisc0_ + _sDBent0_ + _uDTotM0_ + _uDTotTSurf0_ _ENDIF_ ,_uDTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uDTotTHyp0_ + (_sDIMWEpi0_ + _sDDetWEpi0_ + _uDPhytWEpi0_ + _sDZooEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uDVeg0_ + _sDIMS0_ + _sDHumS0_ + _sDDetS0_ + _uDPhytS0_ + _uDFish0_ + _sDPisc0_ + _sDBent0_ + _uDTotM0_ + _uDTotTSurf0_ _ELSE_ (_sDIMWEpi0_ + _sDDetWEpi0_ + _uDPhytWEpi0_ + _sDZooEpi0_) * _sDepthW0_ / _MassEpi0_ + _uDVeg0_ + _sDIMS0_ + _sDHumS0_ + _sDDetS0_ + _uDPhytS0_ + _uDFish0_ + _sDPisc0_ + _sDBent0_ + _uDTotM0_ + _uDTotTSurf0_ _ENDIF_ ,TRUE,TRUE,TRUE
177,0,_uPTotT0_,_gP_*_m_^-2,-,Total_initial_P_in_the_lake,-,-1,_uPTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uPTotTHyp0_ + (_sPO4WEpi0_ + _sPDetWEpi0_ + _sPAIMWEpi0_ + _uPPhytWEpi0_ + _sPZooEpi0_) * _sMixDepthW0_ / _MassEpi0_+ _uPVeg0_ + _sPO4S0_ + _sPDetS0_ + _sPAIMS0_ + _sPHumS0_ + _uPPhytS0_ + _uPFish0_ + _uPPisc0_ + _sPBent0_ + _uPTotM0_  + _uPTotTSurf0_ _ELSE_ + (_sPO4WEpi0_ + _sPDetWEpi0_ + _sPAIMWEpi0_ + _uPPhytWEpi0_ + _sPZooEpi0_) * _sDepthW0_ / _MassEpi0_+ _uPVeg0_ + _sPO4S0_ + _sPDetS0_ + _sPAIMS0_ + _sPHumS0_ + _uPPhytS0_ + _uPFish0_ + _uPPisc0_ + _sPBent0_ + _uPTotM0_  + _uPTotTSurf0_ _ENDIF_  ,_uPTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uPTotTHyp0_ + (_sPO4WEpi0_ + _sPDetWEpi0_ + _sPAIMWEpi0_ + _uPPhytWEpi0_ + _sPZooEpi0_) * _sMixDepthW0_ / _MassEpi0_+ _uPVeg0_ + _sPO4S0_ + _sPDetS0_ + _sPAIMS0_ + _sPHumS0_ + _uPPhytS0_ + _uPFish0_ + _uPPisc0_ + _sPBent0_ + _uPTotM0_  + _uPTotTSurf0_ _ELSE_ + (_sPO4WEpi0_ + _sPDetWEpi0_ + _sPAIMWEpi0_ + _uPPhytWEpi0_ + _sPZooEpi0_) * _sDepthW0_ / _MassEpi0_+ _uPVeg0_ + _sPO4S0_ + _sPDetS0_ + _sPAIMS0_ + _sPHumS0_ + _uPPhytS0_ + _uPFish0_ + _uPPisc0_ + _sPBent0_ + _uPTotM0_  + _uPTotTSurf0_ _ENDIF_  ,_uPTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uPTotTHyp0_ + (_sPO4WEpi0_ + _sPDetWEpi0_ + _sPAIMWEpi0_ + _uPPhytWEpi0_ + _sPZooEpi0_) * _sMixDepthW0_ / _MassEpi0_+ _uPVeg0_ + _sPO4S0_ + _sPDetS0_ + _sPAIMS0_ + _sPHumS0_ + _uPPhytS0_ + _uPFish0_ + _uPPisc0_ + _sPBent0_ + _uPTotM0_  + _uPTotTSurf0_ _ELSE_ + (_sPO4WEpi0_ + _sPDetWEpi0_ + _sPAIMWEpi0_ + _uPPhytWEpi0_ + _sPZooEpi0_) * _sDepthW0_ / _MassEpi0_+ _uPVeg0_ + _sPO4S0_ + _sPDetS0_ + _sPAIMS0_ + _sPHumS0_ + _uPPhytS0_ + _uPFish0_ + _uPPisc0_ + _sPBent0_ + _uPTotM0_  + _uPTotTSurf0_ _ENDIF_  ,_uPTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uPTotTHyp0_ + (_sPO4WEpi0_ + _sPDetWEpi0_ + _sPAIMWEpi0_ + _uPPhytWEpi0_ + _sPZooEpi0_) * _sMixDepthW0_ / _MassEpi0_+ _uPVeg0_ + _sPO4S0_ + _sPDetS0_ + _sPAIMS0_ + _sPHumS0_ + _uPPhytS0_ + _uPFish0_ + _uPPisc0_ + _sPBent0_ + _uPTotM0_  + _uPTotTSurf0_ _ELSE_ + (_sPO4WEpi0_ + _sPDetWEpi0_ + _sPAIMWEpi0_ + _uPPhytWEpi0_ + _sPZooEpi0_) * _sDepthW0_ / _MassEpi0_+ _uPVeg0_ + _sPO4S0_ + _sPDetS0_ + _sPAIMS0_ + _sPHumS0_ + _uPPhytS0_ + _uPFish0_ + _uPPisc0_ + _sPBent0_ + _uPTotM0_  + _uPTotTSurf0_ _ENDIF_  ,TRUE,TRUE,TRUE
178,0,_uNTotT0_,_gN_*_m_^-2,-,Total_initial_N_in_the_lake,-,-1,_uNTotT0_ =  _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_  _uNTotTHyp0_ + (_sNH4WEpi0_ + _sNO3WEpi0_ + _sNDetWEpi0_ + _uNPhytWEpi0_ + _sNZooEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uNVeg0_ + _sNH4S0_ + _sNO3S0_ + _sNDetS0_ + _uNPhytS0_ + _sNHumS0_ + _uNFish0_ + _uNPisc0_ + _sNBent0_ + _uNTotM0_  + _uNTotTSurf0_ _ELSE_   (_sNH4WEpi0_ + _sNO3WEpi0_ + _sNDetWEpi0_ + _uNPhytWEpi0_ + _sNZooEpi0_) * _sDepthW0_ / _MassEpi0_ + _uNVeg0_ + _sNH4S0_ + _sNO3S0_ + _sNDetS0_ + _uNPhytS0_ + _sNHumS0_ + _uNFish0_ + _uNPisc0_ + _sNBent0_ + _uNTotM0_  + _uNTotTSurf0_ _ENDIF_,_uNTotT0_ =  _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_  _uNTotTHyp0_ + (_sNH4WEpi0_ + _sNO3WEpi0_ + _sNDetWEpi0_ + _uNPhytWEpi0_ + _sNZooEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uNVeg0_ + _sNH4S0_ + _sNO3S0_ + _sNDetS0_ + _uNPhytS0_ + _sNHumS0_ + _uNFish0_ + _uNPisc0_ + _sNBent0_ + _uNTotM0_  + _uNTotTSurf0_ _ELSE_   (_sNH4WEpi0_ + _sNO3WEpi0_ + _sNDetWEpi0_ + _uNPhytWEpi0_ + _sNZooEpi0_) * _sDepthW0_ / _MassEpi0_ + _uNVeg0_ + _sNH4S0_ + _sNO3S0_ + _sNDetS0_ + _uNPhytS0_ + _sNHumS0_ + _uNFish0_ + _uNPisc0_ + _sNBent0_ + _uNTotM0_  + _uNTotTSurf0_ _ENDIF_,_uNTotT0_ =  _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_  _uNTotTHyp0_ + (_sNH4WEpi0_ + _sNO3WEpi0_ + _sNDetWEpi0_ + _uNPhytWEpi0_ + _sNZooEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uNVeg0_ + _sNH4S0_ + _sNO3S0_ + _sNDetS0_ + _uNPhytS0_ + _sNHumS0_ + _uNFish0_ + _uNPisc0_ + _sNBent0_ + _uNTotM0_  + _uNTotTSurf0_ _ELSE_   (_sNH4WEpi0_ + _sNO3WEpi0_ + _sNDetWEpi0_ + _uNPhytWEpi0_ + _sNZooEpi0_) * _sDepthW0_ / _MassEpi0_ + _uNVeg0_ + _sNH4S0_ + _sNO3S0_ + _sNDetS0_ + _uNPhytS0_ + _sNHumS0_ + _uNFish0_ + _uNPisc0_ + _sNBent0_ + _uNTotM0_  + _uNTotTSurf0_ _ENDIF_,_uNTotT0_ =  _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_  _uNTotTHyp0_ + (_sNH4WEpi0_ + _sNO3WEpi0_ + _sNDetWEpi0_ + _uNPhytWEpi0_ + _sNZooEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _uNVeg0_ + _sNH4S0_ + _sNO3S0_ + _sNDetS0_ + _uNPhytS0_ + _sNHumS0_ + _uNFish0_ + _uNPisc0_ + _sNBent0_ + _uNTotM0_  + _uNTotTSurf0_ _ELSE_   (_sNH4WEpi0_ + _sNO3WEpi0_ + _sNDetWEpi0_ + _uNPhytWEpi0_ + _sNZooEpi0_) * _sDepthW0_ / _MassEpi0_ + _uNVeg0_ + _sNH4S0_ + _sNO3S0_ + _sNDetS0_ + _uNPhytS0_ + _sNHumS0_ + _uNFish0_ + _uNPisc0_ + _sNBent0_ + _uNTotM0_  + _uNTotTSurf0_ _ENDIF_,TRUE,TRUE,TRUE
179,0,_uSiTotT0_,_gSi_*_m_^-2,-,Total_initial_Si_in_the_lake,-,-1,_uSiTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uSiTotTHyp0_+ (_sSiO2WEpi0_ + _sSiDetWEpi0_ + _cSiDDiat_ * _sDDiatWEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _sSiDetS0_ + _cSiDDiat_*_sDDiatS0_ + _uSiTotM0_  _ELSE_ (_sSiO2WEpi0_ + _sSiDetWEpi0_ + _cSiDDiat_ * _sDDiatWEpi0_) * _sDepthW0_ / _MassEpi0_ + _sSiDetS0_ + _cSiDDiat_*_sDDiatS0_ + _uSiTotM0_  _ENDIF_ ,_uSiTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uSiTotTHyp0_+ (_sSiO2WEpi0_ + _sSiDetWEpi0_ + _cSiDDiat_ * _sDDiatWEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _sSiDetS0_ + _cSiDDiat_*_sDDiatS0_ + _uSiTotM0_  _ELSE_ (_sSiO2WEpi0_ + _sSiDetWEpi0_ + _cSiDDiat_ * _sDDiatWEpi0_) * _sDepthW0_ / _MassEpi0_ + _sSiDetS0_ + _cSiDDiat_*_sDDiatS0_ + _uSiTotM0_  _ENDIF_ ,_uSiTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uSiTotTHyp0_+ (_sSiO2WEpi0_ + _sSiDetWEpi0_ + _cSiDDiat_ * _sDDiatWEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _sSiDetS0_ + _cSiDDiat_*_sDDiatS0_ + _uSiTotM0_  _ELSE_ (_sSiO2WEpi0_ + _sSiDetWEpi0_ + _cSiDDiat_ * _sDDiatWEpi0_) * _sDepthW0_ / _MassEpi0_ + _sSiDetS0_ + _cSiDDiat_*_sDDiatS0_ + _uSiTotM0_  _ENDIF_ ,_uSiTotT0_ = _IF_  _sDepthW0_ _GE_ _sMixDepthW0_ _THEN_ _uSiTotTHyp0_+ (_sSiO2WEpi0_ + _sSiDetWEpi0_ + _cSiDDiat_ * _sDDiatWEpi0_) * _sMixDepthW0_ / _MassEpi0_ + _sSiDetS0_ + _cSiDDiat_*_sDDiatS0_ + _uSiTotM0_  _ELSE_ (_sSiO2WEpi0_ + _sSiDetWEpi0_ + _cSiDDiat_ * _sDDiatWEpi0_) * _sDepthW0_ / _MassEpi0_ + _sSiDetS0_ + _cSiDDiat_*_sDDiatS0_ + _uSiTotM0_  _ENDIF_ ,TRUE,TRUE,TRUE
180,0,_sDExtTotT0_,_gDW_*_m_^-2,-,Total_amount_of_DW_moved_into_or_out_from_the_system,-,-1,_sDExtTotT0_ = _uDTotT0_,_sDExtTotT0_ = _uDTotT0_,_sDExtTotT0_ = _uDTotT0_,_sDExtTotT0_ = _uDTotT0_,TRUE,TRUE,TRUE
181,0,_sNExtTotT0_,_gN_*_m_^-2,-,Total_amount_of_N_moved_into_or_out_from_the_system,-,-1,_sNExtTotT0_ = _uNTotT0_,_sNExtTotT0_ = _uNTotT0_,_sNExtTotT0_ = _uNTotT0_,_sNExtTotT0_ = _uNTotT0_,TRUE,TRUE,TRUE
182,0,_sPExtTotT0_,_gP_*_m_^-2,-,Total_amount_of_P_moved_into_or_out_from_the_system,-,-1,_sPExtTotT0_ = _uPTotT0_,_sPExtTotT0_ = _uPTotT0_,_sPExtTotT0_ = _uPTotT0_,_sPExtTotT0_ = _uPTotT0_,TRUE,TRUE,TRUE
183,0,_sSiExtTotT0_,_gSi_*_m_^-2,-,Total_amount_of_Si_moved_into_or_out_from_the_system,-,-1,_sSiExtTotT0_ = _uSiTotT0_,_sSiExtTotT0_ = _uSiTotT0_,_sSiExtTotT0_ = _uSiTotT0_,_sSiExtTotT0_ = _uSiTotT0_,TRUE,TRUE,TRUE
184,0,_sO2ExtTotT0_,_gO2_*_m_^-2,-,Total_amount_of_O2_moved_into_or_out_from_the_system,-,-1,_sO2ExtTotT0_ = _uO2TotT0_,_sO2ExtTotT0_ = _uO2TotT0_,_sO2ExtTotT0_ = _uO2TotT0_,_sO2ExtTotT0_ = _uO2TotT0_,TRUE,TRUE,TRUE
-1,,,,,,,,,,,,,,
